CG	n_tissue
cg04150893	11
cg08282540	17
cg13558151	4
cg00907920	11
cg05172693	1
cg01530521	2
cg21605248	3
cg06482328	1
cg16515238	2
cg05185504	2
cg21329507	15
cg18291437	2
cg09536652	7
cg02733596	97
cg07480829	6
cg04464742	3
cg26703008	9
cg24931094	2
cg17246352	1
cg24113411	11
cg12047536	1
cg10536534	1
cg25622910	1
cg03927113	1
cg17197278	1
cg07210774	1
cg05742782	12
cg03601619	1
cg05579254	36
cg10420746	32
cg05106824	1
cg23543821	4
cg16149200	40
cg10191387	1
cg12384989	1
cg11458555	2
cg04300278	1
cg16164539	3
cg16840743	5
cg10873964	2
cg00920960	1
cg21711683	1
cg25514427	3
cg26222407	5
cg16243644	2
cg07890967	1
cg07980988	12
cg25248094	2
cg19331065	1
cg08750326	15
cg09740875	56
cg01383228	1
cg10207530	1
cg21936763	1
cg27309655	5
cg21484182	11
cg10991514	4
cg14243895	4
cg07344627	3
cg01913196	2
cg01988541	5
cg14972889	2
cg23364040	5
cg12105899	3
cg06379640	38
cg17480254	13
cg12618587	30
cg08284207	1
cg07940804	4
cg12935118	1
cg26010110	2
cg18959966	3
cg16716035	1
cg05147108	1
cg16798761	5
cg06055803	1
cg25364049	1
cg07382899	2
cg05688478	3
cg16353361	3
cg09068301	1
cg14098973	1
cg16531277	3
cg18121605	5
cg23026995	2
cg07903515	26
cg10956264	1
cg04855977	1
cg20792978	1
cg13918312	2
cg22944282	1
cg06908232	1
cg20790618	1
cg00634642	3
cg16367232	1
cg01932223	4
cg00379983	5
cg26345260	1
cg07861180	1
cg02308199	4
cg24254925	3
cg08634339	2
cg18389023	1
cg13243388	2
cg09370183	3
cg00337921	7
cg20784907	105
cg27274135	1
cg08059778	3
cg11330362	9
cg03773146	1
cg04059198	1
cg00623388	1
cg13627141	21
cg11304846	4
cg20033444	1
cg07806343	1
cg08382577	1
cg02902015	1
cg17207724	1
cg25918359	1
cg22221554	1
cg20460541	2
cg17040469	1
cg00213805	3
cg13125542	4
cg11565980	4
cg09074544	54
cg19638818	25
cg02637882	21
cg13187657	4
cg04455030	2
cg17936021	1
cg04700060	1
cg04821091	4
cg04493740	1
cg01725669	1
cg13645631	6
cg11719509	3
cg19239592	34
cg13768026	2
cg07208231	1
cg16320447	16
cg10142252	1
cg05867448	1
cg08046324	1
cg17191957	1
cg02534780	5
cg04308274	2
cg15364850	1
cg16807276	1
cg09024810	41
cg02233493	3
cg17383449	26
cg23996121	30
cg25888867	1
cg10743239	3
cg12162305	2
cg17609680	63
cg21797452	2
cg03191083	46
cg14924469	4
cg03073000	2
cg11322877	3
cg21604054	1
cg01996818	2
cg13370439	3
cg00739787	5
cg25395546	3
cg07042747	1
cg06647694	13
cg00241051	6
cg27592925	1
cg15667675	5
cg25549819	5
cg07981033	2
cg20197277	19
cg22045077	1
cg25713737	1
cg09370051	1
cg21471515	1
cg12942133	1
cg03040210	1
cg20958732	17
cg07253552	1
cg17995340	2
cg04743474	1
cg08279515	2
cg08673814	1
cg10531088	56
cg05629323	18
cg17593414	22
cg19061228	4
cg17223593	1
cg10418630	1
cg14600040	7
cg12600766	3
cg23647832	29
cg17725109	2
cg06431415	1
cg11442732	2
cg07297906	1
cg18152566	11
cg26951364	1
cg20454429	6
cg13272357	76
cg20788415	2
cg20086286	8
cg11674735	1
cg16807457	3
cg25287150	14
cg00762681	7
cg05785376	2
cg02266197	1
cg15940237	1
cg21999614	12
cg15844471	16
cg06438094	13
cg02804166	1
cg21127593	1
cg14252169	2
cg15075851	1
cg05630320	3
cg10256662	1
cg01972979	3
cg07194250	1
cg22955387	1
cg10796603	16
cg03183106	1
cg07924363	2
cg18719157	6
cg08141518	10
cg04811556	5
cg22899869	26
cg14674582	28
cg02831668	6
cg17073891	5
cg17044023	3
cg02569468	11
cg18717447	3
cg14474963	1
cg04889508	1
cg12054337	1
cg23616046	21
cg26483766	1
cg15904427	1
cg07089438	13
cg18929098	29
cg25206026	1
cg24654385	3
cg08991015	1
cg24274662	3
cg03423123	1
cg14544514	12
cg13906542	15
cg02599583	11
cg18875207	2
cg00523465	2
cg10576817	1
cg15578989	1
cg17558827	5
cg20653018	1
cg04922020	3
cg19800913	1
cg17729873	9
cg02161824	2
cg10001949	1
cg09058241	3
cg05034175	1
cg14383004	2
cg08846002	1
cg18101474	1
cg26039676	1
cg17517993	1
cg22399096	2
cg03993368	1
cg21729244	2
cg19525496	1
cg16710313	13
cg12823249	2
cg27545041	1
cg19415116	8
cg21342611	2
cg26055054	15
cg22252475	1
cg12124733	3
cg24533311	2
cg06633205	2
cg23574225	9
cg26674826	1
cg21932800	1
cg03212133	2
cg06268269	25
cg14004892	1
cg02155838	3
cg12467288	4
cg21360798	15
cg04675306	1
cg19860691	1
cg14923176	7
cg01013491	1
cg05837244	4
cg03867952	4
cg22053855	3
cg12057563	1
cg12623328	1
cg25445853	1
cg09167861	4
cg09809869	5
cg25289658	13
cg21374587	11
cg13100667	4
cg10549497	4
cg04225254	113
cg09342610	2
cg24347720	1
cg08860608	1
cg13243544	2
cg04262605	5
cg17293395	13
cg14746118	2
cg04790097	19
cg12845419	15
cg01866066	6
cg03959273	1
cg04369555	1
cg09923855	2
cg08239458	3
cg16314146	4
cg01384686	4
cg12384303	18
cg21462299	8
cg15380873	4
cg00583858	3
cg06268905	13
cg07919695	15
cg02992767	40
cg00292305	27
cg09226411	2
cg27207932	7
cg14232368	12
cg00250879	18
cg01479413	5
cg01131699	1
cg09517019	2
cg01134144	1
cg15855671	19
cg17676246	40
cg02936290	33
cg21547183	1
cg27138147	5
cg14642832	4
cg14463432	2
cg11033833	4
cg06164717	1
cg21803123	62
cg02416822	1
cg01228667	1
cg22134140	1
cg05050864	70
cg26806511	1
cg02868201	5
cg03732411	5
cg17348578	46
cg18702893	23
cg21890239	1
cg21154599	4
cg15351067	34
cg13225177	8
cg03665912	2
cg13675050	2
cg19859323	2
cg20795578	1
cg10579193	4
cg12323723	2
cg20974492	23
cg19534423	2
cg22934939	2
cg24744459	1
cg01063406	26
cg14832266	60
cg07388156	2
cg20569128	3
cg23161282	21
cg10899660	1
cg12021535	73
cg25831435	5
cg24489686	4
cg06525551	1
cg07146718	13
cg11186522	20
cg03537374	2
cg02588867	54
cg01245531	1
cg12620378	32
cg01349480	11
cg01777017	1
cg02629737	1
cg00850648	1
cg07768177	3
cg25228188	1
cg12813325	2
cg08671330	1
cg15396238	33
cg21311761	6
cg06109624	30
cg21557231	6
cg08476890	3
cg19549023	3
cg20024850	2
cg26445203	5
cg02095995	1
cg12116535	6
cg21757436	2
cg06298190	52
cg18433694	9
cg23060203	7
cg08951164	54
cg14296882	30
cg26326746	11
cg01747278	4
cg00578645	1
cg16617243	2
cg10718795	6
cg23064627	4
cg26751304	4
cg17413784	1
cg12358915	1
cg07929406	14
cg21207958	1
cg21773962	1
cg26369916	1
cg11638117	2
cg24691854	2
cg27080287	2
cg00411843	1
cg21306973	1
cg14137819	61
cg01293271	3
cg06902764	4
cg24432916	1
cg22685762	41
cg22697187	37
cg11453483	1
cg23192736	4
cg08076987	2
cg12976380	2
cg12885864	2
cg01963147	46
cg22970017	1
cg16697940	2
cg22070035	83
cg20104776	1
cg00917018	6
cg19208477	5
cg15490039	2
cg26363000	1
cg19930074	23
cg22834521	1
cg08276328	1
cg24761827	27
cg05257372	1
cg26465522	2
cg04064672	1
cg27298639	9
cg05135828	9
cg27301423	59
cg10868293	108
cg01560464	5
cg05801573	1
cg20486825	14
cg25174364	1
cg12914043	2
cg21362390	1
cg03020597	1
cg10016783	1
cg27584469	4
cg25125622	4
cg06845960	9
cg02352295	3
cg18112785	5
cg06476341	4
cg26551791	2
cg07029395	3
cg19878017	9
ch.X.2115742F	28
cg27167381	10
cg02634141	10
cg21274274	1
cg19741073	3
cg22417678	26
cg21807849	1
cg12732953	1
cg14996916	1
cg16719118	32
cg18119675	46
cg06174815	38
cg05806018	2
cg27554171	3
cg16357225	11
cg27198824	19
cg03424637	1
cg10622126	9
cg02167456	24
cg21031530	13
cg25214923	1
cg09286880	2
cg17337021	1
cg10857887	1
cg17571782	1
cg23299576	1
cg03157806	1
cg07053481	6
cg16937327	6
cg11834527	2
cg26500539	48
cg04279920	1
cg00913945	1
cg06098232	1
cg12543338	6
cg23318169	1
cg15033973	45
cg23698976	2
cg22452543	2
cg07094528	1
cg25852925	1
cg19912739	4
cg19212576	6
cg25549255	3
cg00267352	7
cg11828775	6
cg22969541	1
cg00180631	2
cg18849630	4
cg22502059	1
cg27078591	2
cg21113886	1
cg23452168	64
cg02366635	33
cg23947872	4
cg04325187	3
cg06119392	1
cg02623604	4
cg17499479	2
cg19899539	1
cg03372815	4
cg25130333	1
cg05935584	1
cg05379196	1
cg02634083	1
cg22876425	2
cg16679001	1
cg23955842	2
cg06538336	2
cg02458532	2
cg25712015	1
cg09953945	9
cg01222180	1
cg08782677	2
cg03165260	6
cg07695603	15
cg16135845	1
cg13606829	3
cg22324667	3
cg21477294	1
cg20446252	3
cg13155805	21
cg23486379	13
cg04177426	2
cg23083269	1
cg09026179	35
cg23846114	1
cg02814558	2
cg24137136	16
cg19930575	1
cg00018204	3
cg04929599	8
cg07053880	3
cg01480550	9
cg19858323	2
cg16962802	1
cg08408490	6
cg16341056	7
cg19964192	1
cg13994408	1
cg18904817	4
cg11166197	7
cg04227631	3
cg18003791	1
cg15706156	1
cg27189967	2
cg00157034	1
cg04646860	1
cg21781308	1
cg08800033	2
cg25557806	8
cg08704320	1
cg13667911	3
cg23205426	2
cg22983689	1
cg16022279	1
cg02035698	2
cg14338025	1
cg09738064	1
cg04855291	3
cg19794163	1
cg09608545	264
cg21137707	1
cg24328927	1
cg06816704	1
cg13494652	1
cg06779458	1
cg10871046	1
cg11704979	2
cg09624684	4
cg04754076	13
cg02095003	12
cg05365121	5
cg01713430	2
cg09125286	1
cg05088151	1
cg19431247	3
cg01467086	2
cg00854925	28
cg19636887	1
cg23181142	1
cg09033783	29
cg09310980	1
cg03046946	1
cg20063630	9
cg17653493	18
cg27488875	2
cg04177332	3
cg21943052	3
cg03166428	5
cg11022804	124
cg14603520	18
cg21635956	1
cg16847374	2
cg08719422	1
cg12130015	1
cg24156832	4
cg14111132	1
cg06204009	2
cg25129414	1
cg08967108	7
cg27419028	1
cg06400167	1
cg05047811	1
cg18989810	1
cg27054331	5
cg09796544	1
cg23221544	1
cg17917970	14
cg20336701	3
cg09163457	8
cg16213807	1
cg25122000	23
cg26320895	114
cg00849191	4
cg26340529	19
cg01037726	2
cg01231576	1
cg06633743	4
cg20651980	54
cg01910452	1
cg02205962	8
cg19900558	3
cg07761358	4
cg00938641	1
cg23391060	1
cg16832801	2
cg16529483	6
cg12230162	1
cg26780743	1
cg08814772	3
cg09768654	1
cg05463813	1
cg11154719	1
cg14145674	1
cg24797724	1
cg05435697	23
cg17039808	1
cg25916188	1
cg03892808	4
cg20662913	1
cg25832410	1
cg18233735	6
cg06051662	3
cg25270089	4
cg20578376	2
cg10926623	1
cg17994896	11
cg12469471	1
cg06180047	8
cg12206646	9
cg00641092	3
cg03658985	1
cg12738079	107
cg27429569	2
cg06791102	1
cg02895192	20
cg26918720	2
cg12521678	1
cg02602300	1
cg04287191	1
cg26491060	8
cg02973417	1
cg11318129	6
cg13937627	2
cg11609126	1
cg02791948	1
cg06809565	1
cg06334238	2
cg02742918	2
cg01353347	1
cg09520212	8
cg19572242	1
cg24479484	1
cg18096738	2
cg11923207	1
cg02498747	17
cg14954874	1
cg18771512	1
cg17974418	2
cg08063757	1
cg16062292	1
cg09143059	1
cg15517690	1
cg13365334	1
cg21323637	1
cg21864829	1
cg15879692	3
cg02710173	2
cg00051952	1
cg07749147	8
cg12038981	1
cg01596349	1
cg06084034	1
cg21153181	1
cg18742441	1
cg05872808	1
cg22850802	1
cg16227684	2
cg01430241	2
cg06919398	2
cg21016188	1
cg10602162	2
cg17505944	1
cg07428182	4
cg17508549	1
cg00011891	1
cg05803370	2
cg21109542	5
cg25508321	1
cg08311689	1
cg02855049	1
cg23505798	1
cg11254749	1
cg07837161	1
cg07912337	2
cg07507339	1
cg08973646	2
cg26279840	2
cg14781905	143
cg02869694	1
cg07215528	1
cg20450662	3
cg02742139	8
cg22675021	5
cg02225164	4
cg12938998	1
cg06769752	2
cg11452781	2
cg11681617	1
cg09055253	1
cg08087512	1
cg13617521	3
cg01112702	13
cg05423956	2
cg02994943	1
cg25645693	3
cg10072574	2
cg15922956	1
cg18516687	19
cg17758583	9
cg03172171	17
cg11138004	2
cg22815999	3
cg00845806	3
cg26933504	1
cg00547789	1
cg21248478	4
cg00763725	1
cg12403148	7
cg12830022	25
cg08200691	6
cg27252467	1
cg05006718	1
cg03399574	13
cg20857416	2
cg20952532	1
cg27005181	1
cg18710692	1
cg18227944	1
cg08741809	31
cg09282289	1
cg03830181	1
cg03466930	2
cg25648399	1
cg12891195	2
cg21543150	1
cg00859544	4
cg13530621	3
cg25749609	1
cg01105375	1
cg05850327	5
cg06705004	1
cg11381282	1
cg19037327	1
cg04452195	8
cg05815436	1
cg23927156	2
cg09203312	2
cg07489869	3
cg00777926	12
cg13206556	1
cg22624612	1
cg16210827	1
cg13271643	4
cg24572153	1
cg25334903	1
cg00825173	1
cg17549366	5
cg09315329	1
cg22079616	1
cg11940495	1
cg10236247	1
cg12081946	1
cg00812799	1
cg19474239	3
cg14476670	2
cg21827481	9
cg05405594	1
cg10213457	1
cg12944572	1
cg10644430	1
cg05445090	4
cg21794428	1
cg12900467	1
cg15952963	1
cg09451960	1
cg02147791	2
cg22663859	26
cg18095732	1
cg01477963	1
cg22280671	6
cg24734865	1
cg08163803	4
cg07032889	1
cg14669226	2
cg26955980	21
cg20896936	4
cg27060477	1
cg09955012	8
cg23976981	2
cg03328673	4
cg12576411	2
cg26138073	2
cg20395040	2
cg24702360	2
cg06391663	7
cg07397503	1
cg11930908	18
cg06001519	2
ch.13.22443791R	1
cg19356117	1
cg04865180	2
cg13168042	1
cg24140343	1
cg00893424	2
cg02477305	1
cg07175985	4
cg09545894	1
cg11647452	3
cg03921529	1
cg26748598	1
cg22730675	7
cg25205489	15
cg07040435	1
cg22052291	1
cg21040759	1
cg01704609	57
cg18332814	3
cg14985741	3
cg07031408	1
cg03790740	2
cg12255352	13
cg05606948	1
cg16686654	1
cg24539295	1
cg16168705	1
cg11549848	2
cg12518535	2
cg11347708	1
cg02002217	1
cg21728119	3
cg25927529	5
cg07430988	8
cg07152812	1
cg04579966	2
cg24066731	1
cg21233795	1
cg19832347	26
cg00257769	3
cg20765408	5
cg21812277	2
cg08200577	2
cg09546332	2
cg02943497	1
cg05238288	1
cg16602799	1
cg24762359	1
cg11987316	2
cg27180153	1
cg15523998	1
cg14855529	2
cg13237068	6
cg09071838	1
cg16925970	1
cg16628243	1
cg07070047	1
cg09319946	1
cg26517889	1
cg17011360	2
cg15555095	1
cg15510181	2
cg02592525	1
cg07920503	1
cg21442730	5
cg20981000	3
cg21587637	1
cg15071391	15
cg18545608	17
cg10489588	5
cg20241335	1
cg05460980	3
cg07973479	3
cg26153234	4
cg17713780	75
cg01767396	6
cg12111714	1
cg23947050	4
cg22032364	3
cg14790078	2
cg12778938	3
cg26065534	1
cg14178352	4
cg00990690	9
cg09565111	3
cg25996290	2
cg12384004	4
cg00132888	3
cg15233380	2
cg04838225	9
cg13271632	1
cg06067032	1
cg03847533	1
cg21128460	1
cg25181749	2
cg13433272	1
cg26451873	1
cg25697556	5
cg26220773	1
cg23952644	7
cg11456896	54
cg16579043	12
cg06188214	1
cg27079232	1
cg15905579	1
cg00590851	1
cg00458890	7
cg07811470	2
cg27536286	31
cg03268893	2
cg01953399	1
cg22003348	1
cg13252580	3
cg05739286	1
cg15702437	1
cg21164050	4
cg19291696	3
cg03402794	1
cg26940725	2
cg09363424	12
cg11075099	1
cg14339466	6
cg07305263	1
cg20609911	2
cg08209163	1
cg03009080	1
cg12348997	1
cg07918176	1
cg14110147	3
cg06800352	1
cg21914262	1
cg20785336	46
cg06348985	2
cg11754897	6
cg03187190	4
cg06484415	1
cg08993368	1
cg14973588	4
cg05967403	1
cg20562678	4
cg09391032	1
cg15764067	2
cg00346326	1
cg05287297	1
cg09757430	3
cg23819016	1
cg16300300	1
cg10034364	1
cg19587904	1
cg11153912	1
cg22268137	2
cg12800698	3
cg27033418	9
cg21101465	5
cg16302790	5
cg10668926	1
cg17435560	1
cg00806704	1
cg17635953	1
cg12440549	1
cg01424107	1
cg19695777	2
cg03956053	1
cg11453719	4
cg23558002	1
cg09781827	1
cg22240515	19
cg01264087	1
cg21849393	4
cg09400887	1
cg17247435	1
cg07028951	1
cg17380039	1
cg07713268	1
cg26833784	3
cg27423357	6
cg00887295	24
cg13800491	7
cg10501128	1
cg01899253	1
cg16661209	6
cg17295834	154
cg18469224	1
cg25794571	1
cg16373037	1
cg02233559	1
cg26224173	1
cg18810376	1
cg21780859	1
cg03989020	3
cg00007032	1
cg26289291	7
cg22248917	1
ch.13.268523R	1
cg08634721	1
cg26128312	3
cg06588466	19
cg24389195	7
cg18356743	1
cg06639835	1
cg08751352	3
cg25413342	2
cg22282089	1
cg04368762	1
cg06679777	1
cg10372121	2
cg21721489	20
cg00075768	1
cg04700737	2
cg18035291	1
cg17601191	3
cg19953038	1
cg21054703	3
cg08375222	33
cg20161029	2
cg21442182	1
cg27279508	2
cg07430284	5
cg08756033	2
cg11126134	5
cg13614409	4
cg04506928	2
cg02309157	1
cg26946276	1
cg03373442	1
cg04459413	1
cg13892474	1
cg21418052	14
cg10241675	105
cg14188712	9
cg09573371	1
cg12288985	1
cg19919692	5
cg14372606	33
cg00648883	1
cg16158863	1
cg04547260	2
cg18937934	1
cg06871529	21
cg06717615	10
cg26941801	1
cg24234117	3
cg27253386	1
cg15865175	1
cg11294084	2
cg06513149	1
cg13424209	2
cg12236156	1
cg24330818	7
cg09464509	4
cg25650964	1
cg05132118	1
cg25698998	2
cg02441765	1
cg01308409	1
cg23584087	9
cg13415069	2
cg08264605	1
cg23022450	35
cg24129390	1
cg16930746	1
cg07499182	3
cg12111104	1
cg09853388	6
ch.13.356781R	2
cg02863856	1
cg05512561	3
cg17486328	3
cg13583316	1
ch.13.33087556F	2
cg20237547	1
cg00049382	1
cg21091841	18
cg22013210	1
cg10507582	1
cg01667324	3
cg14228343	3
cg08810464	18
cg26144999	24
cg05120860	4
ch.13.34126435R	1
cg01695255	1
cg26943708	1
cg06739403	1
cg20094837	11
cg07310259	1
cg02378501	1
cg02340053	2
cg00729885	10
cg21884062	10
cg04476865	3
cg10564626	3
cg06531158	2
cg21880213	1
cg07249860	51
cg02298831	2
cg12942606	2
cg12206359	30
cg11325273	1
cg08110874	1
cg20219457	2
cg24239329	1
cg18692507	1
cg12369353	1
cg24710938	1
cg09805172	1
cg05264501	6
cg19437258	1
cg13455704	1
cg08107079	14
cg10558887	1
cg04939555	1
cg25179758	3
cg01404317	1
cg12363807	3
cg15390960	1
cg14410132	7
cg05089090	1
cg02478448	2
cg19866195	8
cg00370179	1
cg27142924	7
cg07345354	8
cg01774835	11
cg22788065	1
cg06796885	3
cg25072733	2
cg24669528	1
cg25217100	2
cg21121616	1
cg04341210	1
cg01756536	5
cg10208367	47
cg14975160	2
cg11044716	2
cg02423185	39
cg14634515	1
cg05362517	1
cg03563146	1
cg15318532	1
cg02819828	1
cg20111703	1
cg18978540	2
cg05644498	7
cg03754180	1
cg01493522	3
cg23429638	17
cg16878088	1
cg18163144	1
cg04779999	1
cg09370177	1
cg03904639	88
cg06618277	5
cg18341491	9
cg23307680	1
cg04012509	1
cg08983960	5
cg01561596	1
cg21662160	1
cg24167118	1
cg12695989	1
cg05542757	1
cg24399830	4
cg15270697	1
cg21605238	2
cg26881651	37
cg22691986	3
cg03623599	6
cg18595137	4
cg07325805	5
cg05380910	13
cg13511620	1
cg23629034	2
cg14640736	1
cg26095546	1
cg05721478	2
cg17440939	1
cg12415720	1
cg27369242	4
cg06309788	7
cg15617023	52
cg14238838	5
cg07890490	1
cg08228917	2
cg09492086	1
cg21284880	1
cg01183053	2
cg00026919	2
cg06848589	1
cg10667201	1
cg21142158	1
cg26701198	1
cg26108621	16
cg04509682	2
cg19429300	4
cg24858665	1
cg09000385	4
cg23413567	9
cg11244402	4
cg01995660	1
cg02202169	3
cg23483562	6
cg25410896	1
cg00151919	3
cg23211791	1
cg12588200	2
cg14759977	1
cg25492213	12
cg25214823	3
cg10909163	1
cg18157773	1
cg04277470	2
cg09084477	1
cg11095404	1
cg02178898	1
cg09909069	4
cg21890002	1
cg01716380	2
cg16425060	1
cg14552839	1
cg12601059	21
cg06503243	12
cg27485906	1
cg05179396	3
cg24046884	1
cg27021514	1
cg26492720	2
cg14202825	1
cg12578287	1
cg03439687	12
cg18546689	2
cg26224671	1
cg05487082	4
cg18090487	26
cg22956205	2
cg03234604	5
cg03478249	1
cg16327891	2
cg13561081	1
cg05035143	1
cg14729962	1
cg27496116	1
cg19284658	6
cg19176541	1
cg08126118	1
cg20469744	1
cg00070529	60
cg20906165	3
cg25544384	36
cg03612914	1
cg24797276	3
cg09603398	111
cg24658360	3
cg21314302	1
cg08261525	1
cg01248567	14
cg13578043	2
cg13319488	2
cg13644852	2
cg19191500	7
cg17186025	1
cg09320746	4
cg19025435	5
cg08125291	1
cg00735454	1
cg10115564	6
cg07210123	1
cg22955140	6
cg02577989	1
cg11047109	1
cg13413982	4
cg12379940	3
cg22667178	1
cg06807397	1
cg17675311	30
cg09814151	5
cg20147233	1
cg16944820	1
cg22331106	1
cg09769679	1
cg05769384	19
cg23672291	2
cg25057892	2
cg13690003	6
cg24498885	18
cg22292462	1
cg04965094	9
cg23912239	1
cg22379574	1
cg24576225	1
cg05770837	1
cg27489994	1
cg02593615	4
cg26579073	1
cg23004327	1
cg24084363	1
cg01385367	1
cg17594256	2
cg24452930	1
cg05399692	1
cg11305940	5
cg00348891	2
cg21119127	1
cg12358759	1
cg10775278	2
cg20997247	2
cg08605991	1
ch.13.45374264R	1
cg11827376	2
cg26392495	8
cg08531917	1
cg18355146	28
cg22415594	1
cg12378831	1
cg18634760	2
cg04828062	1
cg02479468	2
cg19060371	3
cg01794555	1
cg02696428	10
cg24867247	1
cg04579095	1
cg08005604	11
cg22338300	112
cg04092803	27
cg13568311	73
cg22733207	1
cg03031868	1
cg14059288	3
cg27068143	1
cg21875866	27
cg23644389	82
cg08167466	9
cg10613440	1
cg18373279	1
cg19764399	2
cg12144265	11
cg08008141	4
cg07320819	1
cg16985320	1
cg21814667	1
cg02113449	1
cg15842502	1
cg09750084	18
cg08377570	1
cg00286388	1
cg27317694	1
cg17300047	9
cg25989526	1
cg16886259	12
cg16299590	4
cg02531356	12
cg10514207	3
cg17527195	2
cg11925609	42
cg16292136	1
cg21335600	53
cg20711408	1
cg22871529	1
cg25828963	45
cg02497868	1
cg24523585	1
cg16068196	1
cg18587973	1
cg06548892	1
cg13516508	14
cg02355033	4
cg01214340	1
cg10196532	1
cg17506739	1
cg04638679	1
cg14575076	1
cg12863717	2
cg05095230	8
cg19022667	1
cg01651378	3
cg11805587	1
cg03195269	1
cg25446577	1
cg13236166	41
cg16512364	9
cg14364729	1
cg16403250	1
cg11279404	12
ch.13.693633F	1
cg06440361	1
cg02894224	1
cg17948986	3
cg09480227	2
cg12774482	1
cg11919003	1
cg26128977	1
cg03778895	2
cg01207974	2
cg09153683	1
cg14857764	1
cg20218678	1
cg03962458	1
cg20618076	4
cg25399333	1
cg12964420	1
cg06342072	1
cg15491102	2
cg23357209	3
cg15445281	3
cg03722184	1
cg20170533	1
cg10359157	1
cg22221131	1
cg19349999	1
cg05265257	19
cg24352299	1
cg07691146	4
cg18479255	4
cg20427331	8
cg11199428	1
cg11793562	1
cg16932017	2
cg01265068	5
cg14199148	1
cg25959300	1
cg06659380	6
cg20349824	5
cg08029014	1
cg14966524	1
cg09853514	1
cg15721359	2
cg18615369	1
cg19524009	1
cg01716223	1
cg26124961	1
cg09661430	2
cg17164340	1
cg10218426	1
cg26660792	3
cg05335186	1
cg12458913	1
cg00495681	1
cg19979646	2
cg17372273	2
cg11989343	27
cg17632299	3
cg10297426	5
cg07202976	4
cg06460717	1
cg16027761	1
cg27127814	1
cg00525503	1
cg16779498	1
cg08544712	15
cg22030501	5
cg21863546	4
cg01098981	1
cg08119452	17
cg12582008	3
cg02570298	1
cg16520357	2
cg10284406	4
cg05770471	2
cg14833896	11
cg12101340	1
ch.13.52878677F	1
cg20821800	3
cg01277162	1
cg11754185	8
cg22000472	24
cg20541752	3
cg06635059	16
cg10101290	28
cg27363745	3
cg04019148	10
cg26284685	2
cg20634967	1
cg25134758	2
cg24586528	1
cg21045575	3
cg02294416	7
cg18485530	6
cg03072786	1
cg22519160	3
cg10787704	1
cg17579770	1
cg16485993	6
cg22495388	2
cg24949196	3
cg12544957	1
cg00008612	3
cg07217630	1
cg20309339	3
cg26737458	1
cg25066583	1
cg12552766	1
cg22518630	5
cg03447530	4
cg05666423	1
cg20800199	1
cg02887254	1
cg23734418	6
cg22936975	1
cg12525675	1
cg01622439	1
cg10059167	2
cg20923085	2
cg09985739	6
cg20666533	51
cg10707081	2
cg05022363	2
cg05845236	1
cg01911068	1
cg03283124	27
cg14012112	4
cg01273336	2
cg05361594	1
cg06484127	72
cg27658330	6
cg05924734	3
cg11746996	1
cg03336120	3
cg10213059	31
cg07217935	1
cg20349377	2
cg25452231	27
cg16198315	1
cg22418668	20
cg17705731	9
cg06568433	2
cg23205092	7
cg00026603	2
cg09511815	38
cg19968692	1
cg14808684	1
cg00166327	1
cg24666196	1
cg09463522	11
cg06700521	2
cg18054181	4
cg19442730	1
cg11699925	1
cg21790851	1
cg09299924	24
cg20524889	4
cg12762039	2
cg18942357	1
cg05447102	1
cg20759626	9
cg26139338	5
cg10194627	17
cg14043104	1
cg09622504	5
cg00378313	2
cg25506686	1
cg22780193	3
cg10141008	1
cg00381829	1
cg26986062	42
cg09195234	1
cg06438530	1
cg06605063	1
cg00810292	10
cg25275750	3
cg25201372	5
cg12611296	3
cg18597434	2
cg15226226	1
cg18187762	3
cg09423080	1
cg13459361	1
cg07830652	1
cg16409306	7
cg22599740	1
cg18027592	1
cg25755057	11
cg11831419	1
cg16132208	3
cg01903440	25
cg22997909	14
cg24933919	1
cg00901878	2
cg12448989	1
cg04486282	1
cg11004501	1
cg25968569	1
cg09687025	4
cg27275523	1
cg14106250	8
cg12588256	2
cg26465743	2
cg27393502	2
cg19734822	1
cg21063899	8
cg22436562	5
